,ACTIVITY,n_ASICS,TE_AS,TE_L1,L1_PROCrate,L1_OUTrate,FIFOA,BUFFER,FIFOB,lost_PROD,lost_CH,lost_ASICout,lost_L1B,WC_CH_FIFO,WC_OLINK_FIFO,WC_L1_A_FIFO,WC_L1_B_FIFO,WC_LATENCY
0,1.5000e+06,1.2000e+01,1.0000e+00,4.0000e+00,1.0000e+07,1.0000e+09,4.8000e+02,2.5600e+02,2.5600e+02,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,2.5000e+01,5.4688e+01,4.7500e+01,1.1719e+01,1.9224e+04
